id,tenant_id,name,code,is_active,created_at,updated_at
295affa5-2a54-4781-9c7a-d987f879bb63,,Standard Dry,dry,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
d76c6fc5-affc-40db-b3a2-450ce18189b0,,High Cube,hc,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
c678ea85-6b17-4d23-a88e-b05904a605c8,,Reefer (Refrigerated),reefer,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
1180122f-25c8-4de2-9543-c8b5d23aa82f,,Open Top,open_top,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
bae8dbac-6376-42fe-a02e-a11d3573557d,,Flat Rack,flat_rack,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
8132a5f5-32cf-42ab-8b09-44188faf8ab2,,ISO Tank,iso_tank,true,2025-11-09T12:56:17.773109+00:00,2025-11-09T12:56:17.773109+00:00
