id,tenant_id,size_name,size_code,length_ft,width_ft,height_ft,max_weight_kg,description,is_active,created_at,updated_at
12a869c8-b2a5-4aa3-8a5b-4d99405dccf5,9e2686ba-ef3c-42df-aea6-dcc880436b9f,20 Feet Standard,20',20,8,8.5,28000,,true,2025-10-06T02:59:26.417337+00:00,2025-10-06T02:59:26.417337+00:00
50ab6735-2e34-4b02-b072-62ee2341e51c,9e2686ba-ef3c-42df-aea6-dcc880436b9f,40 Feet Standard,40',40,8,8.5,26500,,true,2025-10-06T02:59:26.417337+00:00,2025-10-06T02:59:26.417337+00:00
d3b933e2-fb9a-43f1-a934-7f0bc3a41ca7,9e2686ba-ef3c-42df-aea6-dcc880436b9f,40 Feet High Cube,40HC,40,8,9.5,26500,,true,2025-10-06T02:59:26.417337+00:00,2025-10-06T02:59:26.417337+00:00
1fe01419-b6c9-49c4-b3ba-262f4be7e463,9e2686ba-ef3c-42df-aea6-dcc880436b9f,45 Feet High Cube,45HC,45,8,9.5,27500,,true,2025-10-06T02:59:26.417337+00:00,2025-10-06T02:59:26.417337+00:00
