tenant_id,franchise_id ,,code_form_no,ata_code,reference_amp,description,category_code,estimated_man_hours,revision_status,interval_hours,interval_cycles,interval_months,calendar_unit (Enum) 
e42ec6fd-6b88-4721-befe-4443d9743120,,,,27,,Flap tension rods,OP*,0,Replace,20000:00 H,27000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG-Right hand upper drag link(300hrs/400ldg),OP*,0,Inspection/Check,300:00 H,400 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,24,Inspection/check (Ref.12-A-24-30-04-00A-313AA),Generator 2 drive assembly housing (Pre SB 24-010),OP*,0,,1200:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,21,,Evaporator module assembly inspection,OP*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Pressurisation outflow valve and safety valve,OP*,0,Remove & Clean,3000:00 H,,2 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Indicating/recording clock battery,ROU1,0,,,,2 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,"Pitch trim actuator attachment part,fail safe plates and their attachment parts",ROU1,0,Replace,10000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,57,,Wing structure (SSID),ROU1,0,,50000:00 H,60000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap linear actuator,ROU1,0,978.73.20.307/308/309,5000:00 H,7000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Antenna Structure - AMM 12-A-53-00-00-00A-310A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,24,,EPS Battery,ROU*,0,Remove and do a capacity check,,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Frames 21 and 24 Wing Attachments AMM 12-A-53-20-02-00A-353A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Eddy Current Inspection) & Repeat at 10,000 H/12,000 L",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Carnet Card Renewal,ROU*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,"Fuselage internal bottom surfaces, structure around windows, door frames and emergency exit frame",ROU*,0,"Examine frames 10,21,24,36 & frames adjacent to doors & to emergency exit,with insulation removed.If corrosion is found,examine all fuselage bottom surfacewith insulation removed.If insulation is wet,remove,dry & reinstall insulation.",2000:00 H,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG Drag link right part,ROU*,0,,,4000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,24,,Battery CT(1 Year),ROU*,0,,100:00 H,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,Rear Pressure Bulkhead(6000hrs/6yrs),ROU*,0,,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,Front Pressure Bulkhead(6000hrs/6yrs),ROU*,0,,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 300 Hours Vapor Cycle compressor condenser module (including motor) Inspection,ROU*,0,,300:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Cargo door lower lug fittings,ROU*,0,Replace,13000:00 H,17000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,C of A,ROU*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuel pump coupling shaft,ROU*,0,Inspect for fretting corrosion,600:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,"AMM 12-A-05-40-01-03A-000B-A EMM Ch 72-00-00, Table 601",Every 600 Hours Inspection,ROU*,0,,600:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vertical stabilizer intrnal surfaces,ROU*,0,Examine as far as possible with panels remove,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Rear Pressure bulkhead,ROU*,0,,4000:00 H,,4 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 6 Years Main landing gear leg forward attachment bolt and bush and rear attachment bolt and nut Inspection,ROU*,0,,,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Passenger/Crew Door Piano Hinge (AMM 12-A-52-00-01-00-A-353A-A),ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG steering Mechanism (AMM 12-A-32-50-00-00-A-310A-A),ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 8,300 H/10,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,25,,Passenger and Crew Seat Belt,ROU*,0,,,,12 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vapor Cycle compressor motor drive belt,ROU*,0,Check for Tension,800:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuel pump inlet screen,ROU*,0,"Rev No:0, Form no. PC12/04/2010(Clean)",600:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,32,,NLG-Right Hand Upper Drag Link,ROU*,0,,2000:00 H,2500 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Stablizer trim actuator,ROU*,0,,20000:00 H,27000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 36 Months Passenger oxygen masks Inspection,ROU*,0,,,,36 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 12 Years Stretcher safety belt Inspection,ROU*,0,,,,12 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vertical Stabilizer - AMM 12-A-55-30-00-00A-310A-A,ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,P3 Filter cleaning,ROU*,0,Clean,200:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 1800 Hours Generator 2 drive assembly housing Inspection,ROU*,0,,1800:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,100HRS INSPECTION,ROU*,0,"Rev No:0, Form no. PC12/01/2010",100:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Upper Longerons Frame 10 -AMM 12-A-53-10-06-01A-353A-A Inspection kit longeron frame 10 P/N 500.60.12.032,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM(Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuel low level warning system,ROU*,0,Operational test,1000:00 H,,4 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Secondary heater thermal protection switches,ROU*,0,Test,500:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Nose Landing Gear (Ref CMM 02-100),ROU*,0,"Supplemental Structural Inspection Program (Overhaul) & Repeat at 8,300 H/10,000 L/6 Yrs.",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Aileron Control System - AMM 12-A-27-10-00-00A-310A-A Inspection kit cockpit P/N 500.50.12.314 Inspection kit floor MSN 101-683 P/N 500.50.12.315 Inspection kit wing MSN 101-683 P/N 500.50.12.316 Inspection kit floor (MSN 684-999) P/N 500.60.12.015(MSN 684 - 999) Inspection kit wing(MSN 684-999) P/N 500.60.12.016.,ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Frames 21 and 24 Side Frame Attachments AMM 12-A-53-20-02-00A-353A-A Inspection kit carry through frames P/N 500.50.12.327,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Eddy Current Inspection) & Repeat at 10,000 H/12,000 L",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,First Aid Kit,ROU*,0,,,,6 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Emergency door - AMM 12-A-52-20-00-00A-310A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Examine all structural elements) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap actuator(Black anodized),ROU*,0,Backlash check,1000:00 H,1300 L,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,21,,Vapor Cycle compressor motor drive belt,ROU*,0,,800:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Wing - Rib 1 to Rib 20 AMM 12-A-57-00-00-00A-310A-A,ROU*,0,"Supplemental Structural Inspection Program (Examine all structural elements) & Repeat at 10,000 H/12,000 L/6 Yrs.",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Landing gear compartments,ROU*,0,,4000:00 H,,4 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Cargo Door Skin (AMM 12-A-52-10-01-00-A-353A-A),ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L/6 Yrs.",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 3000 Hours / 1 Year Horizontal stabilizer trim runaway Aural warning system Inspection,ROU*,0,,3000:00 H,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,Cockpit Side windows inspection,ROU*,0,Inspection/Check,11000:00 H,,10 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Aileron Control Rods - AMM 12-A-27-00-01-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Ignition spark ignitors,ROU*,0,Examine,200:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Ni-Cad Battery,ROU*,0,Battery CT,100:00 H,,3 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 60 Months Cabin altitude switch Inspection,ROU*,0,,,,60 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,Misc mod 35,ROU*,0,,,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Rudder - AMM 12-A-55-40-00-00A-310A-A,ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Wing Main and Rear Spar to Fuselage Attachment - AMM 12-A-57-00-03-00A-353A-A and AMM 12-A-57-00-03-01A-353A-A Inspection kit P/N 500.60.12.004 wing attachment Inspection kit P/N 500.60.12.007 double bush,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 10,000 H/12,000 L",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Reduction gearbox chip detector and accessory gearbox chip detector of post SB 79-005,ROU*,0,Inspect,600:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,Misc Mod 35 (mode S&C transponder),ROU*,0,Functional Check,,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Passenger/Crew door,ROU*,0,,4000:00 H,,4 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Wing Skin around drain holes (AMM 12-A-57-20-01-00-A-353A-A),ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Rpeat at 2,500 H/3,000 L",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Landing gear compartments,ROU*,0,"Examine,especially main and rear spar parts",6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Rudder Trim Tab (AMM 12-A-55-40-04-00- A-310A-A),ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Hydraulic power pack,ROU*,0,Replace at 20000 FH or 27000 Landings,20000:00 H,27000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,"300 FH (12-A-05-40-01-01A-000B-A) & Items of inspection identified as “Minor” in EMM 72-00-00, Table 601. 300 FH / 12 M (12-A-05-40-01-02A-000B-A) 600 FH / 12 M (12-A-05-40-01-04A-000B-A) 1200 FH / 12 M (12-A-05-40-01-05A-000B-A) POM Chapter 61-00-49, Point 4.A)",300 Hrs / 12 M,ROU*,0,,300:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,Aeromobile License,ROU*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,03Mts corrosion Insp,ROU*,0,,,,3 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Structure around windows,ROU*,0,Examine,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuel pump outlet filter Replace,ROU*,0,"Rev No:0, Form no. PC12/04/2010",600:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vapor cycle compressor motor brushes inspection,ROU*,0,,500:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,27,,Flap Screw Actuator - Lubrication,ROU*,0,,150:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,76,,Every 3000 Hours / 12 Months Propeller feathering microswitches Inspection,ROU*,0,,3000:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 12 Months Fire Extinguisher Content check,ROU*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Elevator Hinges - AMM 12-A-55-20-01-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 1200 Hours / 48 Months Fuel low level warning system Inspection,ROU*,0,,1200:00 H,,48 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vertical Stabilizer Forward Attachment to Frame 40 (AMM 12-A-55-30-03-00-A-353A-A),ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 16000 Hours / 22500 Cycles of Wing main spar fastener holes strap Rib 6 Inspection,ROU*,0,,16000:00 H,22500 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 2400 Hours / 12 Months Main landing gear hinge pin and bushes Inspection,ROU*,0,,2400:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap actuator black anodized,ROU*,0,Backlash check,1000:00 H,1300 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Wing internal surfaces and flap compartment,ROU*,0,Examine as far as possible with all wing panels removed.,2000:00 H,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG upper right hand drag link -532.20.12.289 or 532.20.12.140,ROU*,0,Inspection/check (refer to DM 12-A-32-20-06-00A-313A-A),2000:00 H,2500 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,"300 FH (12-A-05-40-01-01A-000B-A) & Items of inspection identified as “Minor” in EMM 72-00-00, Table 601. 300 FH / 12 M (12-A-05-40-01-02A-000B-A) 600 FH (12-A-05-40-01-03A-000B-A) 600 FH / 12 M (12-A-05-40-01-04A-000B-A) 1200 FH / 12 M (12-A-05-40-01-05A-000B-A) 2400 FH / 24 M (12-A-05-40-01-06A-000B-A)",600 Hrs / 24 M,ROU*,0,,600:00 H,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,"CMM 21-00-23, Page 5001",Drive motor Bearing replacement.,ROU*,0,,500:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG DRAG LINK RIGHT PART P/N 532.20.12.289,ROU*,0,Inspection/CheckInitially at 2000hours/2500landings & then after every 300hours/400 landings,2000:00 H,2500 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Main Landing gear hinge pin and bushes,ROU*,0,Check,2000:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,BI-Weekly Onspection,ROU*,0,,,,14 Dy,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Aileron Trim Tab (AMM 12-A-57-60-04-00-A-310A-A),ROU*,0,"Supplemental Structural Inspection Program (Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,"Engine Mount frame replace all bolts, washers and nuts",ROU*,0,,11000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,Door Frames and Emergency exit Frame(6020hrs/6yrs),ROU*,0,,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap actuator black anodized,ROU*,0,Backlash check,1000:00 H,1300 L,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap Drive Arm (not removed) - AMM 12-A-27-51-00-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 25,00 H/3,000 L",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Back rest tubes on crew seats with a recline mechanism,ROU*,0,Replace,5000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Passenger/Crew door,ROU*,0,,4000:00 H,,4 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 6 Years Main landing gear actuator top and bottom attachment bolts and nuts Inspection,ROU*,0,,,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Chip Detector continuity check,ROU*,0,Inspect,600:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Oil Filter Replacement,ROU*,0,,1000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 4000 Hours / 48 Months Vertical stabilizer internal surfaces Inspection,ROU*,0,,4000:00 H,,48 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap actuators,ROU*,0,Backlash check,600:00 H,800 L,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,C of A,ROU*,0,,,,5 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Oil filter Replace,ROU*,0,"Rev No:0, Form no. PC12/03/2010",300:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Pressurisation System,ROU*,0,Test/adjustment,3000:00 H,,2 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 12 Months Main and Nose wheel bearing Inspection,ROU*,0,Tire Change or Lubricate,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,Technical Manual DMA174T /CAR rule,ELT Monthly test,ROU*,0,,,,1 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Monthly corrosion inspection,ROU*,0,,,,1 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,DGCA Letter a-7/DAV/DAR/1728,Passenger and crew seat belt,ROU*,0,,,,15 Dy,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vertical Stabilizer Main and Rear Spar Attachment to Fuselage -AMM 12-A-53-30-02-00A-353A-A or AMM 12-A-55-30-03-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,engine mounting frame,ROU*,0,,11000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Main landing gear shock absorber top and bottom attachment bolts and nuts,ROU*,0,Refer to AMM 12- A-32-10- 00-00A-310A-A,,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Elevator - AMM 12-A-55-20-00-00A-310A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM(Examine) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Cargo Door - Examine door & door hinge pin with trim removed,ROU*,0,,2000:00 H,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Inborad Flap drive arms,ROU*,0,,150:00 H,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flight control cables including autopilot and stick pusher cables,ROU*,0,,2000:00 H,,5 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,"300 FH (12-A-05-40-01-01A-000B-A) & Items of inspection identified as “Minor” in EMM 72-00-00, Table 601. 300 FH / 12 M (12-A-05-40-01-02A-000B-A) 600 FH / 12 M (12-A-05-40-01-04A-000B-A) 1200 FH / 12 M (12-A-05-40-01-05A-000B-A)",1500 Hrs / 60 M,ROU*,0,,1500:00 H,,60 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,06 Month Corrosion Inspection (A/C External),ROU*,0,Aircraft Positioned in Moderate Environment,,,6 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Engine shock mount assemblies,ROU*,0,,5000:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 4000 Hours / 48 Months Door frames and emergency exit frame Inspection,ROU*,0,,4000:00 H,,48 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Frames 41 and 43 Stabilizer Attachment AMM 12-A-53-30-02-00A-353A-A or AMM 12-A-55-30-03-00A-353A-A Inspection Kit vertical stabilizer p/n- 500.50.12.325,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 12 Months Main landing gear shock absorber top and bottom attachment bolts and nuts Inspection,ROU*,0,,,,12 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Nitogen accumulator,ROU*,0,Life Limit (discard),25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Passenger/crew door AMM 12-A-52-10-00-00A-310A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM (Examine all structural elements) and Repeat at 12,500 H/15,000 L/6 Yrs",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 4800 Hours / 60 Months Flight control cables including autopilot and stick pusher cables Inspection,ROU*,0,,4800:00 H,,60 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flight control cables including autopilot and stick pusher cables,ROU*,0,Examine,2000:00 H,,5 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap actuators (white colour),ROU*,0,,400:00 H,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Frame 40 (AMM 12-A-53-30-02-00-A-353A-A),ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Elevator Drive Lever - AMM 12-A-55-20-01-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,101,,C of A,ROU*,0,,,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuel MBT Test,ROU*,0,,,,6 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Fuselage Frames 10 to 16 - AMM 12-A-53-10-00-00A-310A-A,ROU*,0,"SUPPLEMENTAL STRUCTURAL INSPECTION PROGRAM(Examine all structural elements) & Repeat at 12,500 H/15,000 L/6 Yrs.",32500:00 H,42000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 72 Months Horizontal/vertical stabilizer attachment bolts Inspection,ROU*,0,,,,72 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Horizontal stabilizer internal surfaces and horizontal / vertical stabilizer interface,ROU*,0,Examine as far as possible with panels removed,6000:00 H,,6 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Vertical stabilizer internal surfaces,ROU*,0,Examine,2000:00 H,,24 Mt,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,12,,Flap Actuator Lubrication,ROU*,0,,150:00 H,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,22,,Stabilizer Trim Actuator,ROU*,0,,10000:00 H,13500 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Every 500 Hours Vapor Cycle compressor motor Inspection,ROU*,0,,500:00 H,,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,NLG Drag Link,ROU*,0,Life Limit (Discard),25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap Drive Arm (removed) - AMM 12-A-27-51-01-00A-353A-A AMM 12-A-27-51-02-00A-353A-A AMM 12-A-27-51-03-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 10,000 H/12,000 L",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Flap Bellcranks - AMM 12-A-27-51-01-00A-353A-A AMM 12-A-27-51-02-00A-353A-A AMM 12-A-27-51-03-00A-353A-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 10,000 H/12,000 L",30000:00 H,39000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,53,,Cargo Door lower lug fitting,ROU*,0,,13000:00 H,17000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Passenger and crew seat belt(RH),ROU*,0,,,,15 Dy,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Horizontal Stablizer Trim,ROU*,0,Functional Test of Trim run away aural warning system,3000:00 H,,1 Yr,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,Wing Rear Spar Fastener Holes Rib 2 thru Rib 3-AMM 12-A-57-20-10-00A-353B-A,ROU*,0,"Supplemental Structural Inspection Program (Eddy Current Inspection) & Repeat at 12,500 H/15,000 L",25000:00 H,30000 L,,
e42ec6fd-6b88-4721-befe-4443d9743120,,,,5,,P3 air Filter,ROU*,0,Clean,200:00 H,,,
