id,code,name,symbol,is_active,created_at,updated_at
124ccd34-ead5-4225-810d-c3a9c5646947,USD,US Dollar,$,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
7309101d-e1d0-46a3-be9e-04feac254ba1,EUR,Euro,€,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
41b3a9dd-76ea-46f6-a26d-141f3ac9eddd,GBP,British Pound,£,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
edeb3ad8-9b63-429e-83f4-1f83cbea8737,JPY,Japanese Yen,¥,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
57ba61c6-2034-4e42-aea7-a46e0176d2e0,CAD,Canadian Dollar,C$,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
01c49538-3f43-4d57-b188-3d623cb2af0e,AUD,Australian Dollar,A$,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
b8b5e8c8-8d21-44c5-a2d7-b6a272ac22d1,CHF,Swiss Franc,CHF,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
fb16300a-a0b8-467a-a8d1-8ca6b0a6d87c,CNY,Chinese Yuan,¥,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
6cc20d6f-2b1b-4d67-806a-0a195f948e96,INR,Indian Rupee,₹,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
