id,name,code,description,is_active,created_at,updated_at
fc9fd073-e16b-4064-b915-c0d965351d68,Per Shipment,shipment,Flat rate per shipment,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
297dc9e1-b128-4909-a5fc-48ca11f85f3d,Per KG,kg,Rate per kilogram,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
ede3ff41-d0d1-40fb-b719-c3ba8fa89d78,Per CBM,cbm,Rate per cubic meter,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
495e6fc6-e8b3-4d2d-8761-e0135b82b511,Per Container,container,Rate per container,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
6708232a-453c-40bb-98d3-9702c7d4e516,Percentage,percent,Percentage of value,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
5253295c-7907-4f30-9de1-d60530bb5b4f,Per Day,day,Daily rate,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
fb0e952e-e0be-478b-9616-986528bef6f8,Per Mile,mile,Rate per mile,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
5a7b3aaa-10b5-4f3e-9faa-27233f72fd6f,Per Hour,hour,Hourly rate,true,2025-11-08T11:55:43.122485+00:00,2025-11-08T11:55:43.122485+00:00
