id,lead_id,assigned_from,assigned_to,assignment_method,rule_id,reason,assigned_at,assigned_by,tenant_id,franchise_id
e51018cf-7ad9-480c-8c7a-df895968d5d3,d93eab5e-2301-4a0f-8285-2a50a042f4ea,,61cc7bda-7710-4cb7-9c4d-9c05122645c9,manual,,Software Development Team Head,2025-10-04T05:15:57.132914+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
89c832d1-2924-4372-81ce-a96d3aa4297d,d93eab5e-2301-4a0f-8285-2a50a042f4ea,61cc7bda-7710-4cb7-9c4d-9c05122645c9,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,manual,,Manual assignment,2025-10-04T05:49:40.698112+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
9842ed39-2c29-4e76-b696-7e9790b7be00,a3f8ee2c-4bb4-4b82-9e12-c95ec6c088e6,,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,manual,,Manual assignment,2025-10-04T08:40:13.450512+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
e4e798d4-aea8-447b-a3d0-98c4a011dfb0,d93eab5e-2301-4a0f-8285-2a50a042f4ea,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,manual,,Manual assignment,2025-10-04T10:43:11.764544+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
a7acf7e5-1f53-4424-a979-04adeec6a56a,d93eab5e-2301-4a0f-8285-2a50a042f4ea,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,manual,,Manual assignment,2025-10-04T10:44:10.008505+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
93e0ab02-bf65-4f4e-a58c-a48d15d514ae,d93eab5e-2301-4a0f-8285-2a50a042f4ea,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,manual,,Manual assignment,2025-10-04T11:11:28.782997+00:00,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,
