id,tenant_id,quote_id,major,minor,change_reason,valid_until,created_by,created_at,updated_at,version_number,kind,status
d2656c06-3f39-4f2a-a983-ff4f498e3fd2,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,471cc5f2-29e5-4015-8bf2-c60ab69df476,1,0,,,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,2025-10-12T06:50:32.506945+00:00,2025-10-12T06:50:32.506945+00:00,1,major,draft
0abc3a69-92cd-4397-92d7-bcea497d957a,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,471cc5f2-29e5-4015-8bf2-c60ab69df476,1,0,,,ce4c64f5-cd8c-4d2d-bbbd-04972c4a7768,2025-10-14T18:35:30.300159+00:00,2025-10-14T18:35:30.300159+00:00,2,minor,draft
11ca5856-19a7-4f2f-8c90-a434e4172ef2,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,ecda80ab-1956-4758-aed8-7eb5e02680df,1,0,,,,2025-11-09T05:30:53.793951+00:00,2025-11-09T05:30:53.793951+00:00,1,,draft
6c84e431-4ceb-4441-9a32-710f109594ce,37a4d9ca-626d-4ed3-9e71-5d416e7ccaf8,021d6ddb-6d45-4c89-99c7-7aa3cfa3a321,1,0,,,,2025-11-09T05:32:42.799701+00:00,2025-11-09T05:32:42.799701+00:00,1,,draft
177bdd7e-e7c9-4254-b34c-629f5a6acbe5,9e2686ba-ef3c-42df-aea6-dcc880436b9f,06a1d2e5-7264-4c29-b268-ed31efaacf51,1,0,,,,2025-11-09T09:20:38.454991+00:00,2025-11-09T09:20:38.454991+00:00,1,,draft
d12346a0-7900-41f7-8f6c-02309625cd74,9e2686ba-ef3c-42df-aea6-dcc880436b9f,d9b03959-b1c2-48ff-8fa4-3c2aab15bbb0,1,0,,,,2025-11-09T09:46:27.065817+00:00,2025-11-09T09:46:27.065817+00:00,1,,draft
